공고명,지원대상,주관기관,사업유형,신청기간,등록일자,해시태그,url,공고번호
청년전용 보증부월세 대출,기타,주택도시기금,대출상품,상시,2025-01-23T06:00:04,[],,135.0
노후고시원거주자 주거이전대출,기타,주택도시기금,대출상품,상시,2025-01-23T06:00:04,[],,139.0
신혼부부전용 전세자금,기타,주택도시기금,대출상품,상시,2025-01-23T06:00:04,[],,137.0
경기도 중소기업 육성자금(운전_소재ㆍ부품ㆍ장비 국산화 기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,222.0
2024 강원도 소상공인 경영안정자금 협약보증,소상공인,강원신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,221.0
2024 춘천시 출연 협약보증,소상공인,강원신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,220.0
충청남도 소상공인자금,소상공인,충남신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,219.0
세종특별자치시 소상공인 자금,소상공인,세종신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,218.0
문화예술인 보증,기타,제주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,217.0
시·군 소상공인 융자금 이차보전사업,소상공인,전남신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,216.0
전남형 뉴딜 기업 특별보증,기타,전남신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,215.0
충북 스타트업 활성화 지원 특별보증,소상공인,충북신용보증재단,대출상품,상시접수,2025-01-23T06:00:04,[],,214.0
(전라북도 소상공인 민생회복 금융지원사업 Track 3) 자영업자 다시서기 프로젝트,소상공인,전북신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,213.0
(전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track2(“초기창업자 지원부문”),소상공인,전북신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,212.0
(전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track1(“예비창업자 지원부문”),소상공인,전북신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,211.0
서울시 중소기업 육성자금 지원(운전_재기지원자금),소상공인,서울신용보증재단,대출상품,자금 소진 시까지,2025-01-23T06:00:04,[],,207.0
영세관광사업자 특별금융지원 협약보증,소상공인,지역신용보증재단,대출상품,한도 소진 시까지 (지역신용보증재단별 상이),2025-01-23T06:00:04,[],,147.0
장애인기업 특례보증,소상공인,지역신용보증재단,대출상품,2008.7.1~별도 통보시,2025-01-23T06:00:04,[],,146.0
신혼희망타운전용 주택담보장기대출,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,141.0
신혼부부전용 구입자금,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,140.0
수익공유형모기지,기타,주택도시기금,대출상품,상시,2025-01-23T06:00:04,[],,143.0
내집마련디딤돌대출,기타,주택도시기금,대출상품,상시,2025-01-23T06:00:04,[],,142.0
"운송업(화물,택시) 및 건설장비 운영업 저금리 상생 특별보증",소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,275.0
2024년 달성군 소상공인 경영안정자금 지원 특례보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,274.0
영세기업 일자리안정 특별자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,162.0
경영안정지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,161.0
창업 및 경쟁력 강화 자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,160.0
햇살론카드,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,57.0
우리 청년맞춤형 월세대출,기타,우리은행,대출상품,상시,2025-01-23T06:00:04,[],,110.0
우리 청년맞춤형 전세대출,기타,우리은행,대출상품,상시,2025-01-23T06:00:04,[],,109.0
서울시 중소기업 육성자금 지원(운전_일자리창출우수기업자금),소상공인,서울신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,80.0
햇살론뱅크,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,56.0
서울시 중소기업 육성자금 지원(운전_창업기업자금),소상공인,서울신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,79.0
근로자햇살론 생계자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,54.0
대전광역시 중소기업 경영안정자금 우대보증,기타,대전신용보증재단,대출상품,한도 소진 시,2025-01-23T06:00:04,[],,53.0
산재근로자 생활안정자금 융자(취업안정자금),기타,근로복지공단,대출상품,2024년 1월8일~2024년 12월15일(예산 소진시 조기마감),2025-01-23T06:00:04,[],,52.0
서울시 중소기업 육성자금 지원(운전_경제활성화자금),소상공인,서울신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,78.0
미소금융 운영자금_무등록사업자,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,71.0
미소금융 창업자금_무등록사업자,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,70.0
미소금융 재기자금123_운영자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,69.0
미소금융 취약계층교육비지원대출,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,68.0
생활안정자금 융자(소액생계비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,46.0
태양광 발전시설 설치지원 특별보증,소상공인,서울신용보증재단,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,197.0
청년창업지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,163.0
특별경영안정지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,164.0
고용창출기업특별지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,165.0
2024년 서구 소상공인 경영안정자금 지원 특례보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,273.0
민간사업수행기관 생활안정자금_나눔과기쁨,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,338.0
2024년 중구 소상공인 경영안정자금 지원 특례보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,272.0
2024년 수성구 소상공인 경영안정자금 지원 특례보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,271.0
LH매입임대주택 입주보증금,기타,경상북도 김천시,대출상품,연중 수시접수,2025-01-23T06:00:04,[],,269.0
영구임대아파트 입주보증금,기타,경상북도 김천시,대출상품,연중 수시접수,2025-01-23T06:00:04,[],,268.0
2024 경북 버팀금융 이차보전,소상공인,경북신용보증재단,대출상품,자금 소진 시까지,2025-01-23T06:00:04,[],,267.0
중소기업육성자금(벤처.지식산업지원자금),기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,240.0
전세사기 피해자 최우선 변제금 전세자금 대출,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,234.0
비정상거처 이주지원 버팀목대출,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,233.0
전세피해 임차인 버팀목 대출(대환),기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,232.0
전세피해 임차인 버팀목 대출,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,231.0
전세사기 피해자 전용 디딤돌대출,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,230.0
은행동행론,기타,신용회복위원회,대출상품,상시,2025-01-23T06:00:04,[],,228.0
생활안정자금 융자(자녀양육비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,226.0
금융기관 특별출연 협약보증,소상공인,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,225.0
경기도 중소기업 육성자금(운전_창업사다리),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,224.0
손익공유형모기지,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,144.0
벤처지식산업지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,166.0
미소금융 사업수행기관 창업·운영자금_시설개선자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,63.0
민간사업수행기관 창업·운영자금_사회적기업지원,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,74.0
예술인 생활안정자금 융자(전세자금),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,172.0
전세사기 피해 지원 특례보증,소상공인,인천신용보증재단,대출상품,자금소진시 까지,2025-01-23T06:00:04,[],,320.0
2024년 광주광역시 소상공인(골목상권) 특례보증,소상공인,광주신용보증재단,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,321.0
2024 광산구 소상공인 상생 특례보증,소상공인,광주신용보증재단,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,322.0
2024 북구 소상공인 디딤돌 특례보증,소상공인,광주신용보증재단,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,323.0
경상남도 희망두드림 특별자금,소상공인,경남신용보증재단,대출상품,한도소진시까지,2025-01-23T06:00:04,[],,325.0
경상남도 희망두드림 특별자금(함양),소상공인,경남신용보증재단,대출상품,한도소진시까지,2025-01-23T06:00:04,[],,326.0
전통시장·골목상권 활성화 특별보증,소상공인,제주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,318.0
옥천군 청년창업 소상공인 성장 지원 특례보증,소상공인,충북신용보증재단,대출상품,한도 소진 시 까지,2025-01-23T06:00:04,[],,327.0
옥천군 중·저신용 소상공인 특례보증,소상공인,충북신용보증재단,대출상품,한도 소진 시 까지,2025-01-23T06:00:04,[],,328.0
충북형 오프라인 소상공인 디지털 전환’ 특별보증,소상공인,충북신용보증재단,대출상품,한도 소진 시 까지,2025-01-23T06:00:04,[],,329.0
충청북도 출산 장려 정책’ 활성화 등 지원 특별보증,소상공인,충북신용보증재단,대출상품,한도 소진 시 까지,2025-01-23T06:00:04,[],,330.0
재도전특별자금,소상공인,소상공인시장진흥공단,공단지원사업,한도 소진시까지,2025-01-23T06:00:04,[],,331.0
혁신성장촉진자금,소상공인,소상공인시장진흥공단,공단지원사업,한도 소진시까지,2025-01-23T06:00:04,[],,332.0
민간투자연계형매칭융자,소상공인,소상공인시장진흥공단,공단지원사업,한도 소진시까지,2025-01-23T06:00:04,[],,333.0
긴급경영안정자금(재해피해소상공인),소상공인,소상공인시장진흥공단,공단지원사업,한도 소진시까지,2025-01-23T06:00:04,[],,334.0
긴급경영안정자금(일시적 경영애로 소상공인),소상공인,소상공인시장진흥공단,공단지원사업,한도 소진시까지,2025-01-23T06:00:04,[],,335.0
부산시 임차 소상공인 지원 협약보증,소상공인,부산신용보증재단,대출상품,~ 2024. 12. 31. (또는 자금 소진시 까지),2025-01-23T06:00:04,[],,336.0
미래 유망기업 성장지원 보증,소상공인,서울신용보증재단,대출상품,자금 소진 시까지,2025-01-23T06:00:04,[],,337.0
민간사업수행기관 생활안정자금_신나는조합,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,339.0
민간사업수행기관 생활안정자금_기업과공동체,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,340.0
대구스타트업 리더스펀드 협약보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,343.0
북구 청년창업 특례보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,344.0
강원도형 사회적경제기업 특례보증,소상공인,강원신용보증재단,대출상품,연중 수시(자금 소진시까지),2025-01-23T06:00:04,[],,14.0
중신용 소기업·소상공인 특별보증,소상공인,제주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,319.0
소기업 소상공인 내생애 첫 버팀목 특별보증,소상공인,제주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,317.0
내생애 첫 버팀목 특별보증,소상공인,제주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,316.0
노후긴급자금대부,기타,국민연금공단,대출상품,2012.5.~현재(연간 예산 한도내에서 운영되는 사업으로 예산 소진시 조기 종료 될수 있음),2025-01-23T06:00:04,[],,38.0
햇살론15,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,39.0
국민행복기금 소액대출,기타,국민행복기금,대출상품,상시,2025-01-23T06:00:04,[],,40.0
생활안정자금 융자(혼례비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,41.0
생활안정자금 융자(자녀학자금),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,42.0
경상남도 청년 전세자금(경상남도 협약 상품)(경상남도 청년주택 임차보증금 이자지원사업),기타,BNK경남은행,대출상품,상시,2025-01-23T06:00:04,[],,4.0
"우리지역 氣-Up 서포트론(영세 소기업,소상공인)",소상공인,BNK경남은행,대출상품,상시,2025-01-23T06:00:04,[],,3.0
경기도 중소기업 육성자금(운전_신기술기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,18.0
i-ONE근로자생활안정자금대출,기타,IBK기업은행,대출상품,상시,2025-01-23T06:00:04,[],,5.0
IBK청년전·월세대출 (전세),기타,IBK기업은행,대출상품,상시,2025-01-23T06:00:04,[],,6.0
IBK청년전·월세대출 (월세),기타,IBK기업은행,대출상품,상시,2025-01-23T06:00:04,[],,7.0
사잇돌Ⅱ대출_표준,기타,SGI서울보증,대출상품,상시,2025-01-23T06:00:04,[],,8.0
사잇돌Ⅱ대출_대환형,기타,SGI서울보증,대출상품,상시,2025-01-23T06:00:04,[],,9.0
취약계층 소상공인 금융지원 협약보증,소상공인,강원신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,306.0
기업정주여건(기숙사)조성지원,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,307.0
가족친화기업특별자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,308.0
탄소저감시설지원자금,기타,충청북도기업진흥원,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,309.0
학점은행제 학습자 학자금대출(학습비),기타,한국장학재단,대출상품,상시,2025-01-23T06:00:04,[],,310.0
2024 대구 성장지원 특별보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,311.0
대구 전통시장(상권) 활성화 특별보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,312.0
대구 긴급금융 특별보증,소상공인,대구신용보증재단,대출상품,한도 소진 시까지,2025-01-23T06:00:04,[],,313.0
사회적경제기업 전용 특별보증,기타,전남신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,314.0
전라남도 수출피해기업 지원보증,소상공인,전남신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,315.0
일반상환 학자금대출 특별상환유예,기타,한국장학재단,대출상품,상시,2025-01-23T06:00:04,[],,15.0
지하도상가 활성화 지원 특례보증,소상공인,인천신용보증재단,대출상품,자금소진시 까지,2025-01-23T06:00:04,[],,203.0
ESG 실천 소기업. 소상공인 지원 특례보증,소상공인,대전신용보증재단,대출상품,2022.09.20.~한도(200억원)소진시까지,2025-01-23T06:00:04,[],,204.0
생활안정자금 융자(부모요양비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,44.0
생활안정자금 융자(장례비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,45.0
산재근로자 생활안정자금 융자(의료비),기타,근로복지공단,대출상품,2024년 1월8일~2024년 12월15일(예산 소진시 조기마감),2025-01-23T06:00:04,[],,48.0
산재근로자 생활안정자금 융자(혼례비),기타,근로복지공단,대출상품,2024년 1월8일~2024년 12월15일(예산 소진시 조기마감),2025-01-23T06:00:04,[],,49.0
산재근로자 생활안정자금 융자(장례비),기타,근로복지공단,대출상품,2024년 1월8일~2024년 12월15일(예산 소진시 조기마감),2025-01-23T06:00:04,[],,50.0
산재근로자 생활안정자금 융자(차량구입비),기타,근로복지공단,대출상품,2024년 1월8일~2024년 12월15일(예산 소진시 조기마감),2025-01-23T06:00:04,[],,51.0
햇살론유스,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,55.0
미소금융 사업수행기관 창업·운영자금_창업자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,58.0
미소금융 창업자금_생계형차량 구입자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,59.0
미소금융 사업수행기관 창업·운영자금_운영자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,60.0
미소금융 창업자금_창업초기 시설자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,61.0
미소금융 운영자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,62.0
민간사업수행기관 창업·운영자금_창업자금,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,73.0
최저신용자 특례보증,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,202.0
일반 상환 학자금 대출(등록금),기타,한국장학재단,대출상품,상시,2025-01-23T06:00:04,[],,175.0
일반 상환 학자금 대출 (생활비),기타,한국장학재단,대출상품,상시,2025-01-23T06:00:04,[],,176.0
농촌출신대학생 학자금융자(등록금),기타,한국장학재단,대출상품,상시,2025-01-23T06:00:04,[],,177.0
오피스텔구입자금,기타,주택도시보증공사,대출상품,상시,2025-01-23T06:00:04,[],,145.0
예술인 생활안정자금 융자(긴급생활자금),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,167.0
예술인 생활안정자금 융자(의료비),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,168.0
예술인 생활안정자금 융자(부모요양비),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,169.0
예술인 생활안정자금 융자(장례비),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,170.0
예술인 생활안정자금 융자(결혼자금),기타,한국예술인복지재단,대출상품,한도 소진시까지,2025-01-23T06:00:04,[],,171.0
경기도 중소기업 육성자금(운전_일자리창출기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,223.0
생활안정자금 융자(의료비),기타,근로복지공단,대출상품,"매년 사업시행일(1월초)부터 사업마감일(예산소진일)까지 (※ 사업시행일, 사업마감일 근로복지넷 별도 공지)",2025-01-23T06:00:04,[],,43.0
전라남도 소상공인 창업자금,소상공인,전남신용보증재단,대출상품,자금 소진시까지,2025-01-23T06:00:04,[],,124.0
부산 디지털기업 지원 협약보증,소상공인,부산신용보증재단,대출상품,~ 2023. 12. 31. (또는 자금 소진시 까지),2025-01-23T06:00:04,[],,205.0
서울시 중소기업 육성자금 지원(운전_포용금융자금),소상공인,서울신용보증재단,대출상품,자금 소진 시까지,2025-01-23T06:00:04,[],,206.0
민간사업수행기관 생활안정자금_재단법인 밴드,기타,서민금융진흥원,대출상품,상시,2025-01-23T06:00:04,[],,341.0
전통시장 특례보증,소상공인,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,24.0
한국은행 경기본부 중소기업 지원자금 연계보증,소상공인,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,25.0
지역상권 활성화를 위한 특별출연 협약보증,기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,26.0
경기도 중소기업 육성자금(특별경영자금_재도전 희망특례),소상공인,경기신용보증재단,대출상품,2014.11.1. ~ 한도 소진 시까지,2025-01-23T06:00:04,[],,28.0
생활안정자금,기타,경상북도 김천시,대출상품,연중 수시접수,2025-01-23T06:00:04,[],,29.0
2024 금융기관 특별출연 협약보증,소상공인,경북신용보증재단,대출상품,자금 소진 시까지,2025-01-23T06:00:04,[],,30.0
전세입주보증금,기타,경상북도 김천시,대출상품,연중 수시접수,2025-01-23T06:00:04,[],,31.0
경상남도 중소기업 육성자금 지원(경영안정자금),기타,경남투자경제진흥원,대출상품,2023.1.16.~자금소진시까지,2025-01-23T06:00:04,[],,33.0
경상남도 중소기업 육성자금 지원(시설설비자금),기타,경남투자경제진흥원,대출상품,2023.1.16.~자금소진시까지,2025-01-23T06:00:04,[],,34.0
금융기관 협약보증,소상공인,광주신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,35.0
2024 남구 소상공인 특례보증,소상공인,광주신용보증재단,대출상품,2023.04.03.~소진시,2025-01-23T06:00:04,[],,36.0
2024 서구 영세 소상공인 특례보증,소상공인,광주신용보증재단,대출상품,2023.03.22.~소진시,2025-01-23T06:00:04,[],,37.0
경기도 중소기업 육성자금(운전_일반기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,17.0
경기도 중소기업 육성자금(운전_벤처창업기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,19.0
경기도 중소기업 육성자금(운전_여성창업기업),기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,20.0
"경기도 중소기업 육성자금(소상공인 지원_점포임차자금, 경영개선, (재)창업 등)",소상공인,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,21.0
개인택시 운송사업면허 양수비용지원 특례보증,소상공인,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,22.0
북한이탈주민 특별보증,기타,경기신용보증재단,대출상품,자금소진시까지,2025-01-23T06:00:04,[],,23.0
신한은행 특별출연 소기업 소상공인 따뜻한 금융지원 협약보증,소상공인,울산신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,121.0
우리은행 특별출연 울산광역시 소상공인 등 금융지원 및 동반성장을 위한 협약보증,소상공인,울산신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,122.0
BNK부산은행 특별출연 울산광역시 소기업 소상공인 금유지원 협약보증,소상공인,울산신용보증재단,대출상품,상시,2025-01-23T06:00:04,[],,123.0
[울산] 네이버 온라인쇼핑몰 전용관(울산상회) 모집공고,중소기업,울산광역시,유관기관지원사업,상시 접수,2025-01-22T13:04:06,"['내수', '울산', '울산경제일자리진흥원', '네이버스토어팜', '2025', '울산상회', '네이버', '울산광역시', '온라인쇼핑몰', '창업기업', '마케팅', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103990,
[전남] 2025년 수출 중소기업 통ㆍ 번역비 지원신청 공고,중소기업,전라남도,유관기관지원사업,예산 소진시까지,2025-01-22T11:09:05,"['금융', '수출', '전남', '특판전', '2025', '수출전문인력', '통역', '카탈로그', '홍보물제작', '박람회', '전라남도', '직접수행', '번역지원']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103984,
[부산] 2025년 청년일자리도약장려금 사업 참여 신청 공고,중소기업,부산광역시,유관기관지원사업,예산 소진시까지,2025-01-21T13:34:14,"['인력', '부산', '2025', '부산광역시', '부산디자인진흥원', '청년', '청년일자리', '도약장려금', '사업', '인력난해소', '금정구', '동래구', '수영구', '해운대구', '기장군']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103926,
[충남] 당진시 2025년 새일여성인턴사업 참여기업체 및 참여자 모집 공고,중소기업,충청남도,유관기관지원사업,예산 소진시까지,2025-01-20T11:04:43,"['인력', '충남', '2025', '충청남도', '여성새로일하기센터', '당진시', '당진여성새로일하기센터', '새일고용장려금', '여성', '고용', '경력단절예방', '여성경제활동촉진']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103865,
[전남] 2025년 청년기업 인증 계획 공고,중소기업,전라남도,유관기관지원사업,상시 접수,2025-01-20T10:27:50,"['내수', '경영', '전남', '우선참여권', '융자금한도상향', '이자지원우대', '자금우대', '가점부여', '2025', '기업홍보', '입점지원', '박람회참가', '청년기업', '전라남도', '직접수행']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103864,
[울산] 울주군 2025년 제1차 소상공인 경영안정자금 지원 공고,소상공인,울산광역시,유관기관지원사업,예산 소진시까지,2025-01-20T10:17:49,"['금융', '울산', '2025', '울주군', '울산신용보증재단', '경영안정자금', '울산광역시', '서비스업', '도ㆍ소매업', '광업', '운송업', '건설업', '제조업', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103850,
[충남] 2025년 찾아가는 1:1 맞춤형 경영컨설팅 모집 공고,중소기업,충청남도,유관기관지원사업,예산 소진시까지,2025-01-15T15:05:04,"['내수', '경영', '충남', '2025', '충청남도', '충남신용보증재단', '예비창업자', '소상공인', '창업컨설팅', '역량강화', '네이버플레이스', '경영컨설팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103747,
[세종] 2025년 소상공인자금 지원계획 공고,소상공인,세종특별자치시,유관기관지원사업,2025-02-03 ~ 2025-12-31,2025-01-15T14:25:57,"['금융', '세종', '2025', '소상공인자금', '경영개선자금', '이차보전', '세종신용보증재단', '창업자금', '세종특별자치시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103746,
[대전] 소상공인 경영위기극복 특례보증 지원 공고,소상공인,대전광역시,유관기관지원사업,예산 소진시까지,2025-01-15T14:06:55,"['금융', '대전', '2025', '대전광역시', '대전신용보증재단', '경영위기극복', '특례보증', '이자지원', '대출금리']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103763,
[충북] 옥천군 2025년 소상공인 이자차액보전금 지원사업 공고,소상공인,충청북도,유관기관지원사업,예산 소진시까지,2025-01-15T13:39:49,"['금융', '전북', '이자차액보전금', '초기운영자금', '이자부담', '경감', '2025', '충북신용보증재단', '옥천군', '청년창업', '운전자금', '경영개선', '충청북도', '지원사업', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103742,
[충북] 증평군 소상공인 지원자금 이차보전금 신청 공고,소상공인,충청북도,유관기관지원사업,예산 소진시까지,2025-01-15T13:30:30,"['금융', '충북', '보증드림', '2025', '이차보전금', '충북신용보증재단', '증평군', '경영지원', '운전자금', '충청북도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103720,
[충북] 제천시 2025년 소상공인 이차보전금 신청 공고,소상공인,충청북도,유관기관지원사업,상시 접수,2025-01-15T13:08:03,"['금융', '충북', '제천시', '충북신용보증재단', '육성자금', '특별자금', '소상공인시장진흥공단', '정책자금', '이차보전', '대출', '충청북도', '융자', '소상공인', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000103736,
